t; T; m; Hf; dT
97.37101;514.3036;0.7342296;-28.35050;1.105878
97.37934;514.3481;0.7342220;-28.35510;1.105477
97.38766;514.3894;0.7342329;-28.35968;1.105073
97.39601;514.4296;0.7341774;-28.36495;1.104633
97.40434;514.4722;0.7339484;-28.37003;1.104208
97.41266;514.5154;0.7337551;-28.37437;1.103820
97.42100;514.5532;0.7337762;-28.37886;1.103418
97.42934;514.5964;0.7340550;-28.38340;1.103018
97.43768;514.6352;0.7343445;-28.38771;1.102626
97.44600;514.6778;0.7344084;-28.39245;1.102216
97.45434;514.7179;0.7342256;-28.39768;1.101778
97.46268;514.7604;0.7339606;-28.40280;1.101349
97.47101;514.8014;0.7338697;-28.40819;1.100905
97.47934;514.8436;0.7339331;-28.41269;1.100509
97.48766;514.8814;0.7340710;-28.41717;1.100108
97.49601;514.9248;0.7341305;-28.42167;1.099716
97.50434;514.9661;0.7340066;-28.42612;1.099320
97.51266;515.0064;0.7337700;-28.43058;1.098924
97.52101;515.0483;0.7335940;-28.43520;1.098522
97.52934;515.0877;0.7336602;-28.43976;1.098120
97.53766;515.1270;0.7338657;-28.44387;1.097743
97.54600;515.1716;0.7340282;-28.44815;1.097361
97.55434;515.2113;0.7340150;-28.45226;1.096984
97.56268;515.2544;0.7338568;-28.45697;1.096578
97.57100;515.2955;0.7337439;-28.46158;1.096175
97.57934;515.3347;0.7337142;-28.46635;1.095762
97.58768;515.3762;0.7336978;-28.47108;1.095355
97.59601;515.4194;0.7336320;-28.47615;1.094932
97.60434;515.4613;0.7334747;-28.48108;1.094513
97.61266;515.5010;0.7332884;-28.48570;1.094108
97.62101;515.5417;0.7332124;-28.49071;1.093684
97.62934;515.5837;0.7332974;-28.49556;1.093271
97.63766;515.6250;0.7333510;-28.50024;1.092864
97.64601;515.6660;0.7333230;-28.50406;1.092502
97.65434;515.7090;0.7331511;-28.50868;1.092102
97.66266;515.7494;0.7329743;-28.51291;1.091718
97.67100;515.7932;0.7329225;-28.51726;1.091331
97.67934;515.8324;0.7329097;-28.52130;1.090955
97.68768;515.8757;0.7328735;-28.52575;1.090563
97.69600;515.9171;0.7327572;-28.53065;1.090144
97.70434;515.9598;0.7325774;-28.53482;1.089765
97.71268;516.0012;0.7324104;-28.53940;1.089362
97.72101;516.0400;0.7324628;-28.54390;1.088962
97.72934;516.0840;0.7326089;-28.54878;1.088548
97.73766;516.1246;0.7327044;-28.55278;1.088174
97.74601;516.1661;0.7326303;-28.55735;1.087773
97.75434;516.2080;0.7324174;-28.56181;1.087378
97.76266;516.2485;0.7322476;-28.56618;1.086987
97.77101;516.2908;0.7322476;-28.57048;1.086601
97.77934;516.3344;0.7323670;-28.57433;1.086240
97.78766;516.3752;0.7324424;-28.57854;1.085857
97.79600;516.4200;0.7323795;-28.58310;1.085460
97.80434;516.4579;0.7322272;-28.58730;1.085073
97.81268;516.5000;0.7321501;-28.59198;1.084667
97.82100;516.5416;0.7321415;-28.59695;1.084246
97.82934;516.5798;0.7321660;-28.60130;1.083854
97.83768;516.6224;0.7321788;-28.60632;1.083432
97.84601;516.6634;0.7321298;-28.61123;1.083014
97.85434;516.7049;0.7320657;-28.61582;1.082613
97.86266;516.7459;0.7320188;-28.62054;1.082207
97.87101;516.7890;0.7319984;-28.62535;1.081797
97.87934;516.8272;0.7320354;-28.63027;1.081379
97.88766;516.8681;0.7320218;-28.63570;1.080938
97.89601;516.9078;0.7319578;-28.64110;1.080496
97.90434;516.9520;0.7319490;-28.64622;1.080074
97.91266;516.9952;0.7320418;-28.65159;1.079636
97.92100;517.0343;0.7321256;-28.65622;1.079232
97.92934;517.0752;0.7321395;-28.66096;1.078825
97.93768;517.1139;0.7320879;-28.66590;1.078406
97.94600;517.1594;0.7320148;-28.67128;1.077971
97.95434;517.2016;0.7319562;-28.67617;1.077557
97.96268;517.2447;0.7318832;-28.68036;1.077179
97.97101;517.2867;0.7318155;-28.68478;1.076786
97.97934;517.3280;0.7316868;-28.68864;1.076421
97.98766;517.3686;0.7314606;-28.69289;1.076036
97.99601;517.4102;0.7312589;-28.69730;1.075645
98.00434;517.4491;0.7312391;-28.70227;1.075222
98.01266;517.4906;0.7313882;-28.70760;1.074784
98.02101;517.5295;0.7314712;-28.71265;1.074358
98.02934;517.5730;0.7313626;-28.71772;1.073936
98.03766;517.6148;0.7311429;-28.72265;1.073520
98.04600;517.6574;0.7309584;-28.72790;1.073088
98.05434;517.6988;0.7308774;-28.73316;1.072654
98.06268;517.7400;0.7309082;-28.73877;1.072204
98.07100;517.7851;0.7309258;-28.74498;1.071725
98.07934;517.8271;0.7308084;-28.75065;1.071269
98.08768;517.8691;0.7305103;-28.75620;1.070820
98.09601;517.9088;0.7302545;-28.76110;1.070399
98.10434;517.9493;0.7302032;-28.76544;1.070010
98.11266;517.9912;0.7303034;-28.77007;1.069608
98.12101;518.0366;0.7303788;-28.77541;1.069170
98.12934;518.0744;0.7303257;-28.78049;1.068741
98.13766;518.1164;0.7301060;-28.78605;1.068291
98.14601;518.1589;0.7298603;-28.79140;1.067851
98.15434;518.2000;0.7298076;-28.79578;1.067462
98.16266;518.2407;0.7299358;-28.80068;1.067047
98.17100;518.2800;0.7301553;-28.80503;1.066659
98.17934;518.3238;0.7302566;-28.81031;1.066227
98.18768;518.3650;0.7302016;-28.81621;1.065760
98.19600;518.4063;0.7301036;-28.82169;1.065315
98.20434;518.4451;0.7301210;-28.82708;1.064875
98.21268;518.4860;0.7301734;-28.83278;1.064421
98.22101;518.5312;0.7302874;-28.83752;1.064019
98.22934;518.5717;0.7303157;-28.84242;1.063604
98.23766;518.6123;0.7302106;-28.84825;1.063142
98.24601;518.6526;0.7300546;-28.85366;1.062700
98.25434;518.6950;0.7299072;-28.85915;1.062258
98.26266;518.7337;0.7298306;-28.86445;1.061821
98.27101;518.7794;0.7298171;-28.86992;1.061383
98.27934;518.8204;0.7298585;-28.87514;1.060952
98.28766;518.8594;0.7298970;-28.88031;1.060521
98.29600;518.9030;0.7299094;-28.88504;1.060118
98.30434;518.9450;0.7298603;-28.89005;1.059698
98.31268;518.9850;0.7298306;-28.89555;1.059252
98.32100;519.0234;0.7298426;-28.90081;1.058818
98.32934;519.0644;0.7298730;-28.90623;1.058378
98.33768;519.1071;0.7298579;-28.91210;1.057917
98.34601;519.1456;0.7297466;-28.91697;1.057503
98.35434;519.1940;0.7295616;-28.92200;1.057091
98.36266;519.2316;0.7293647;-28.92699;1.056669
98.37101;519.2740;0.7292795;-28.93155;1.056274
98.37934;519.3152;0.7293407;-28.93613;1.055877
98.38766;519.3555;0.7294424;-28.94094;1.055469
98.39601;519.3966;0.7294666;-28.94546;1.055076
98.40434;519.4383;0.7293225;-28.95010;1.054677
98.41266;519.4828;0.7291069;-28.95538;1.054246
98.42100;519.5266;0.7290378;-28.95996;1.053851
98.42934;519.5652;0.7290468;-28.96476;1.053436
98.43768;519.6084;0.7290569;-28.96970;1.053022
98.44600;519.6494;0.7290111;-28.97486;1.052594
98.45434;519.6922;0.7289140;-28.98040;1.052148
98.46268;519.7324;0.7288637;-28.98598;1.051697
98.47101;519.7744;0.7289456;-28.99140;1.051256
98.47934;519.8122;0.7290886;-28.99623;1.050841
98.48766;519.8532;0.7292030;-29.00076;1.050445
98.49601;519.8962;0.7292012;-29.00547;1.050044
98.50434;519.9352;0.7290400;-29.01006;1.049646
98.51266;519.9772;0.7289326;-29.01518;1.049225
98.52101;520.0172;0.7289648;-29.01994;1.048819
98.52934;520.0614;0.7290894;-29.02470;1.048420
98.53766;520.1036;0.7290989;-29.02930;1.048025
98.54600;520.1444;0.7289522;-29.03393;1.047626
98.55434;520.1852;0.7287169;-29.03895;1.047208
98.56268;520.2264;0.7285919;-29.04452;1.046762
98.57100;520.2678;0.7286921;-29.05015;1.046312
98.57934;520.3117;0.7288821;-29.05542;1.045883
98.58768;520.3502;0.7289360;-29.06136;1.045414
98.59601;520.3884;0.7288016;-29.06674;1.044974
98.60434;520.4352;0.7285420;-29.07270;1.044514
98.61266;520.4762;0.7282968;-29.07798;1.044079
98.62101;520.5150;0.7281913;-29.08314;1.043651
98.62934;520.5547;0.7281340;-29.08856;1.043213
98.63766;520.6012;0.7280280;-29.09368;1.042796
98.64601;520.6443;0.7278770;-29.09834;1.042397
98.65434;520.6806;0.7277863;-29.10286;1.041998
98.66266;520.7254;0.7277766;-29.10778;1.041589
98.67100;520.7668;0.7278378;-29.11230;1.041196
98.67934;520.8049;0.7278275;-29.11676;1.040802
98.68768;520.8456;0.7277250;-29.12139;1.040404
98.69600;520.8869;0.7276275;-29.12608;1.040006
98.70434;520.9283;0.7275890;-29.13102;1.039593
98.71268;520.9696;0.7276550;-29.13608;1.039172
98.72101;521.0110;0.7277764;-29.14144;1.038738
98.72934;521.0510;0.7277915;-29.14703;1.038293
98.73766;521.0960;0.7276724;-29.15234;1.037866
98.74601;521.1348;0.7275580;-29.15758;1.037435
98.75434;521.1772;0.7275360;-29.16306;1.036997
98.76266;521.2168;0.7276220;-29.16854;1.036556
98.77101;521.2600;0.7277129;-29.17364;1.036137
98.77934;521.2988;0.7277139;-29.17951;1.035673
98.78766;521.3416;0.7276010;-29.18518;1.035225
98.79600;521.3874;0.7274502;-29.19046;1.034798
98.80434;521.4254;0.7274128;-29.19572;1.034364
98.81268;521.4664;0.7274744;-29.20093;1.033937
98.82100;521.5084;0.7274908;-29.20655;1.033490
98.82934;521.5509;0.7274162;-29.21185;1.033060
98.83768;521.5920;0.7273405;-29.21742;1.032613
98.84601;521.6320;0.7273350;-29.22285;1.032173
98.85434;521.6742;0.7274072;-29.22833;1.031733
98.86266;521.7175;0.7274566;-29.23305;1.031332
98.87101;521.7608;0.7274728;-29.23800;1.030919
98.87934;521.8037;0.7274759;-29.24355;1.030475
98.88766;521.8380;0.7273821;-29.24828;1.030066
98.89601;521.8821;0.7272550;-29.25342;1.029646
98.90434;521.9218;0.7271600;-29.25815;1.029241
98.91266;521.9648;0.7270670;-29.26318;1.028826
98.92100;522.0062;0.7269314;-29.26780;1.028431
98.92934;522.0494;0.7268039;-29.27242;1.028035
98.93768;522.0864;0.7266776;-29.27805;1.027583
98.94600;522.1302;0.7265900;-29.28362;1.027141
98.95434;522.1728;0.7265328;-29.28874;1.026723
98.96268;522.2144;0.7264670;-29.29390;1.026301
98.97101;522.2544;0.7263870;-29.29940;1.025858
98.97934;522.2959;0.7263764;-29.30479;1.025423
98.98766;522.3391;0.7263809;-29.31015;1.024990
98.99601;522.3778;0.7263794;-29.31526;1.024566
99.00434;522.4179;0.7263600;-29.32080;1.024123
99.01266;522.4618;0.7263084;-29.32645;1.023679
99.02101;522.5045;0.7263075;-29.33084;1.023295
99.02934;522.5447;0.7263316;-29.33594;1.022874
99.03766;522.5838;0.7263790;-29.34125;1.022441
99.04600;522.6286;0.7263845;-29.34675;1.022005
99.05434;522.6690;0.7263711;-29.35172;1.021591
99.06268;522.7094;0.7263132;-29.35655;1.021184
99.07100;522.7504;0.7262774;-29.36169;1.020762
99.07934;522.7948;0.7262580;-29.36678;1.020346
99.08768;522.8326;0.7262332;-29.37139;1.019947
99.09601;522.8752;0.7261900;-29.37620;1.019544
99.10434;522.9166;0.7261135;-29.38138;1.019120
99.11266;522.9611;0.7260132;-29.38685;1.018686
99.12101;523.0020;0.7258769;-29.39244;1.018239
99.12934;523.0421;0.7258164;-29.39742;1.017823
99.13766;523.0846;0.7257936;-29.40295;1.017383
99.14601;523.1247;0.7257300;-29.40769;1.016980
99.15434;523.1687;0.7255960;-29.41281;1.016562
99.16266;523.2078;0.7254544;-29.41803;1.016132
99.17100;523.2484;0.7254080;-29.42328;1.015704
99.17934;523.2891;0.7253962;-29.42880;1.015263
99.18768;523.3320;0.7253769;-29.43404;1.014838
99.19600;523.3736;0.7252684;-29.43912;1.014420
99.20434;523.4158;0.7251208;-29.44394;1.014018
99.21268;523.4541;0.7249975;-29.44888;1.013603
99.22101;523.4959;0.7250380;-29.45385;1.013194
99.22934;523.5391;0.7251807;-29.45978;1.012734
99.23766;523.5800;0.7252530;-29.46535;1.012291
99.24601;523.6248;0.7251694;-29.47070;1.011864
99.25434;523.6668;0.7249802;-29.47623;1.011422
99.26266;523.7047;0.7248844;-29.48130;1.011000
99.27101;523.7484;0.7249756;-29.48674;1.010566
99.27934;523.7912;0.7252029;-29.49166;1.010156
99.28766;523.8331;0.7253472;-29.49692;1.009728
99.29600;523.8726;0.7252978;-29.50186;1.009314
99.30434;523.9122;0.7250232;-29.50708;1.008886
99.31268;523.9524;0.7247288;-29.51223;1.008464
99.32100;523.9955;0.7247331;-29.51716;1.008056
99.32934;524.0340;0.7250180;-29.52233;1.007631
99.33768;524.0787;0.7252739;-29.52706;1.007237
99.34601;524.1212;0.7253018;-29.53204;1.006827
99.35434;524.1612;0.7251181;-29.53736;1.006395
99.36266;524.2028;0.7248671;-29.54248;1.005978
99.37101;524.2447;0.7247349;-29.54756;1.005562
99.37934;524.2818;0.7247110;-29.55330;1.005109
99.38766;524.3226;0.7246744;-29.55867;1.004678
99.39601;524.3650;0.7245449;-29.56424;1.004239
99.40434;524.4052;0.7242790;-29.56986;1.003795
99.41266;524.4491;0.7239997;-29.57510;1.003374
99.42100;524.4900;0.7238996;-29.58094;1.002918
99.42934;524.5301;0.7239589;-29.58691;1.002456
99.43768;524.5719;0.7240490;-29.59246;1.002018
99.44600;524.6152;0.7241238;-29.59820;1.001571
99.45434;524.6562;0.7241878;-29.60337;1.001151
99.46268;524.6967;0.7241934;-29.60832;1.000741
99.47101;524.7410;0.7241250;-29.61344;1.000324
99.47934;524.7824;0.7240301;-29.61795;0.9999344
99.48766;524.8220;0.7239444;-29.62283;0.9995251
99.49601;524.8642;0.7238926;-29.62843;0.9990829
99.50434;524.9046;0.7239158;-29.63366;0.9986571
99.51266;524.9460;0.7239770;-29.63874;0.9982402
99.52101;524.9852;0.7240059;-29.64365;0.9978306
99.52934;525.0264;0.7239280;-29.64892;0.9974053
99.53766;525.0682;0.7237861;-29.65474;0.9969531
99.54600;525.1124;0.7237304;-29.66026;0.9965176
99.55434;525.1513;0.7238882;-29.66551;0.9960913
99.56268;525.1940;0.7241218;-29.67102;0.9956568
99.57100;525.2326;0.7241978;-29.67647;0.9952195
99.57934;525.2768;0.7240624;-29.68208;0.9947814
99.58768;525.3205;0.7237622;-29.68801;0.9943250
99.59601;525.3614;0.7234685;-29.69377;0.9938730
99.60434;525.4022;0.7233266;-29.69954;0.9934211
99.61266;525.4438;0.7233954;-29.70506;0.9929814
99.62101;525.4846;0.7235416;-29.71075;0.9925324
99.62934;525.5240;0.7236472;-29.71644;0.9920837
99.63766;525.5655;0.7236284;-29.72248;0.9916199
99.64601;525.6110;0.7235512;-29.72838;0.9911666
99.65434;525.6462;0.7235139;-29.73361;0.9907359
99.66266;525.6854;0.7234700;-29.73883;0.9903125
99.67100;525.7263;0.7234472;-29.74434;0.9898785
99.67934;525.7712;0.7234131;-29.74983;0.9894493
99.68768;525.8075;0.7232849;-29.75489;0.9890326
99.69600;525.8505;0.7230889;-29.76030;0.9886066
99.70434;525.8959;0.7229290;-29.76564;0.9881851
99.71268;525.9343;0.7228275;-29.77108;0.9877501
99.72101;525.9766;0.7228232;-29.77605;0.9873431
99.72934;526.0160;0.7228741;-29.78141;0.9869155
99.73766;526.0571;0.7229332;-29.78707;0.9864734
99.74601;526.0984;0.7230090;-29.79262;0.9860359
99.75434;526.1419;0.7230394;-29.79730;0.9856434
99.76266;526.1810;0.7230042;-29.80228;0.9852322
99.77101;526.2251;0.7229528;-29.80776;0.9847995
99.77934;526.2688;0.7228859;-29.81289;0.9843834
99.78766;526.3137;0.7227756;-29.81794;0.9839725
99.79600;526.3539;0.7226594;-29.82269;0.9835705
99.80434;526.3918;0.7224790;-29.82757;0.9831610
99.81268;526.4320;0.7222786;-29.83230;0.9827619
99.82100;526.4730;0.7221687;-29.83699;0.9823669
99.82934;526.5168;0.7221876;-29.84175;0.9819688
99.83768;526.5562;0.7222078;-29.84697;0.9815445
99.84601;526.5968;0.7222410;-29.85180;0.9811421
99.85434;526.6398;0.7222362;-29.85671;0.9807381
99.86266;526.6802;0.7222457;-29.86210;0.9803076
99.87101;526.7220;0.7222736;-29.86750;0.9798798
99.87934;526.7630;0.7222755;-29.87258;0.9794674
99.88766;526.8038;0.7222690;-29.87782;0.9790462
99.89601;526.8470;0.7222632;-29.88352;0.9786034
99.90434;526.8887;0.7221912;-29.88952;0.9781418
99.91266;526.9282;0.7220784;-29.89488;0.9777126
99.92100;526.9674;0.7220462;-29.89986;0.9773022
99.92934;527.0106;0.7220147;-29.90575;0.9768505
99.93768;527.0541;0.7219751;-29.91132;0.9764134
99.94600;527.0908;0.7219300;-29.91619;0.9760066
99.95434;527.1318;0.7218804;-29.92154;0.9755805
99.96268;527.1766;0.7218647;-29.92718;0.9751434
99.97101;527.2163;0.7218868;-29.93240;0.9747211
99.97934;527.2601;0.7218207;-29.93722;0.9743247
99.98766;527.2998;0.7216740;-29.94200;0.9739249
99.99601;527.3389;0.7214795;-29.94768;0.9734801
100.0043;527.3818;0.7213136;-29.95276;0.9730699
100.0127;527.4259;0.7212966;-29.95728;0.9726874
100.0210;527.4665;0.7214190;-29.96223;0.9722801
100.0293;527.5126;0.7215264;-29.96745;0.9718626
100.0377;527.5485;0.7214840;-29.97216;0.9714594
100.0460;527.5904;0.7212602;-29.97709;0.9710550
100.0543;527.6348;0.7210388;-29.98212;0.9706462
100.0627;527.6730;0.7210859;-29.98748;0.9702149
100.0710;527.7152;0.7213355;-29.99285;0.9697880
100.0793;527.7550;0.7215408;-29.99762;0.9693879
100.0877;527.7974;0.7214771;-30.00318;0.9689512
100.0960;527.8388;0.7211640;-30.00869;0.9685162
100.1043;527.8769;0.7208312;-30.01367;0.9681068
100.1127;527.9217;0.7206756;-30.01903;0.9676860
100.1210;527.9623;0.7207431;-30.02429;0.9672648
100.1293;528.0078;0.7209259;-30.03036;0.9668048
100.1377;528.0452;0.7209934;-30.03618;0.9663504
100.1460;528.0910;0.7208688;-30.04172;0.9659199
100.1543;528.1349;0.7206756;-30.04688;0.9655032
100.1627;528.1704;0.7205688;-30.05228;0.9650658
100.1710;528.2148;0.7205975;-30.05801;0.9646225
100.1793;528.2588;0.7205928;-30.06398;0.9641669
100.1877;528.2962;0.7204707;-30.07019;0.9636890
100.1960;528.3378;0.7202828;-30.07582;0.9632468
100.2043;528.3790;0.7201616;-30.08134;0.9628119
100.2127;528.4200;0.7201806;-30.08634;0.9624028
100.2210;528.4610;0.7202926;-30.09159;0.9619816
100.2293;528.4998;0.7203009;-30.09664;0.9615686
100.2377;528.5454;0.7201794;-30.10234;0.9611335
100.2460;528.5866;0.7200571;-30.10756;0.9607139
100.2543;528.6274;0.7200750;-30.11289;0.9602882
100.2627;528.6700;0.7202218;-30.11798;0.9598785
100.2710;528.7086;0.7203470;-30.12304;0.9594658
100.2793;528.7503;0.7203243;-30.12830;0.9590462
100.2877;528.7892;0.7201851;-30.13399;0.9586016
100.2960;528.8318;0.7200270;-30.13907;0.9581922
100.3043;528.8734;0.7199512;-30.14426;0.9577768
100.3127;528.9152;0.7199394;-30.15037;0.9573132
100.3210;528.9557;0.7199136;-30.15597;0.9568744
100.3293;529.0012;0.7198460;-30.16108;0.9564668
100.3377;529.0380;0.7197749;-30.16637;0.9560403
100.3460;529.0825;0.7198090;-30.17201;0.9556055
100.3543;529.1264;0.7199062;-30.17788;0.9551562
100.3627;529.1684;0.7199774;-30.18386;0.9546974
100.3710;529.2130;0.7198984;-30.18916;0.9542751
100.3793;529.2504;0.7196545;-30.19497;0.9538196
100.3877;529.2930;0.7194061;-30.20075;0.9533722
100.3960;529.3362;0.7193429;-30.20620;0.9529410
100.4043;529.3776;0.7194497;-30.21131;0.9525246
100.4127;529.4190;0.7196097;-30.21705;0.9520775
100.4210;529.4614;0.7196549;-30.22298;0.9516214
100.4293;529.5006;0.7196030;-30.22899;0.9511580
100.4377;529.5422;0.7195844;-30.23453;0.9507226
100.4460;529.5806;0.7196619;-30.24043;0.9502671
100.4543;529.6252;0.7197868;-30.24696;0.9497879
100.4627;529.6669;0.7198830;-30.25298;0.9493285
100.4710;529.7089;0.7198574;-30.25941;0.9488491
100.4793;529.7462;0.7197274;-30.26565;0.9483762
100.4877;529.7884;0.7196254;-30.27200;0.9479038
100.4960;529.8281;0.7196150;-30.27824;0.9474347
100.5043;529.8671;0.7196458;-30.28452;0.9469649
100.5127;529.9127;0.7195759;-30.29033;0.9465234
100.5210;529.9555;0.7194253;-30.29570;0.9461004
100.5293;529.9950;0.7193038;-30.30130;0.9456620
100.5377;530.0378;0.7193194;-30.30679;0.9452330
100.5460;530.0772;0.7194024;-30.31222;0.9448041
100.5543;530.1216;0.7194644;-30.31778;0.9443747
100.5627;530.1637;0.7194970;-30.32335;0.9439392
100.5710;530.2035;0.7195008;-30.32862;0.9435162
100.5793;530.2430;0.7194863;-30.33396;0.9430909
100.5877;530.2840;0.7194859;-30.33912;0.9426749
100.5960;530.3235;0.7195249;-30.34475;0.9422351
100.6043;530.3656;0.7195449;-30.35110;0.9417636
100.6127;530.4059;0.7194572;-30.35696;0.9413145
100.6210;530.4476;0.7192374;-30.36228;0.9408942
100.6293;530.4922;0.7190631;-30.36802;0.9404562
100.6377;530.5272;0.7189289;-30.37377;0.9400070
100.6460;530.5710;0.7187890;-30.37940;0.9395764
100.6543;530.6098;0.7186798;-30.38565;0.9391074
100.6627;530.6545;0.7186026;-30.39185;0.9386481
100.6710;530.6972;0.7185264;-30.39755;0.9382088
100.6793;530.7384;0.7184245;-30.40271;0.9377953
100.6877;530.7797;0.7182630;-30.40841;0.9373542
100.6960;530.8209;0.7181040;-30.41404;0.9369164
100.7043;530.8582;0.7180476;-30.41988;0.9364650
100.7127;530.9002;0.7180590;-30.42624;0.9359937
100.7210;530.9430;0.7181736;-30.43166;0.9355704
100.7293;530.9840;0.7183032;-30.43686;0.9351544
100.7377;531.0234;0.7183035;-30.44218;0.9347306
100.7460;531.0650;0.7182356;-30.44792;0.9342891
100.7543;531.1084;0.7182188;-30.45396;0.9338361
100.7627;531.1490;0.7182831;-30.45975;0.9333920
100.7710;531.1890;0.7183978;-30.46540;0.9329542
100.7793;531.2292;0.7184901;-30.47098;0.9325212
100.7877;531.2680;0.7185142;-30.47682;0.9320731
100.7960;531.3132;0.7184939;-30.48242;0.9316444
100.8043;531.3551;0.7184830;-30.48831;0.9311958
100.8127;531.3944;0.7184824;-30.49448;0.9307299
100.8210;531.4350;0.7185172;-30.49996;0.9303020
100.8293;531.4804;0.7184530;-30.50540;0.9298803
100.8377;531.5182;0.7182765;-30.51067;0.9294592
100.8460;531.5622;0.7180869;-30.51656;0.9290125
100.8543;531.6031;0.7180190;-30.52180;0.9285968
100.8627;531.6434;0.7180284;-30.52720;0.9281700
100.8710;531.6842;0.7179871;-30.53300;0.9277243
100.8793;531.7271;0.7178444;-30.53812;0.9273156
100.8877;531.7687;0.7176293;-30.54308;0.9269132
100.8960;531.8094;0.7174588;-30.54823;0.9265009
100.9043;531.8514;0.7173611;-30.55370;0.9260734
100.9127;531.8932;0.7172739;-30.55878;0.9256655
100.9210;531.9344;0.7171093;-30.56380;0.9252597
100.9293;531.9754;0.7169650;-30.56852;0.9248697
100.9377;532.0149;0.7169253;-30.57294;0.9244934
100.9460;532.0590;0.7170068;-30.57759;0.9241110
100.9543;532.0981;0.7171291;-30.58203;0.9237326
100.9627;532.1443;0.7172172;-30.58677;0.9233465
100.9710;532.1828;0.7171930;-30.59200;0.9229269
100.9793;532.2256;0.7171362;-30.59770;0.9224895
100.9877;532.2669;0.7171409;-30.60338;0.9220499
100.9960;532.3085;0.7171972;-30.60908;0.9216106
101.0043;532.3450;0.7171884;-30.61440;0.9211859
101.0127;532.3891;0.7170398;-30.62004;0.9207543
101.0210;532.4311;0.7168003;-30.62598;0.9203030
101.0293;532.4707;0.7166832;-30.63200;0.9198462
101.0377;532.5104;0.7167626;-30.63730;0.9194269
101.0460;532.5582;0.7168704;-30.64375;0.9189578
101.0543;532.5986;0.7168500;-30.64940;0.9185204
101.0627;532.6404;0.7166816;-30.65441;0.9181159
101.0710;532.6809;0.7165468;-30.65968;0.9176981
101.0793;532.7215;0.7166275;-30.66564;0.9172456
101.0877;532.7616;0.7168909;-30.67150;0.9167976
101.0960;532.8045;0.7170674;-30.67732;0.9163538
101.1043;532.8452;0.7169534;-30.68253;0.9159392
101.1127;532.8874;0.7166050;-30.68775;0.9155250
101.1210;532.9286;0.7163506;-30.69318;0.9150989
101.1293;532.9726;0.7163997;-30.69851;0.9146816
101.1377;533.0114;0.7165944;-30.70340;0.9142819
101.1460;533.0554;0.7166705;-30.70904;0.9138497
101.1543;533.0936;0.7164535;-30.71408;0.9134415
101.1627;533.1376;0.7160788;-30.71898;0.9130469
101.1710;533.1774;0.7158538;-30.72420;0.9126293
101.1793;533.2174;0.7158619;-30.73014;0.9121784
101.1877;533.2590;0.7159843;-30.73621;0.9117228
101.1960;533.3044;0.7160068;-30.74238;0.9112652
101.2043;533.3451;0.7158174;-30.74830;0.9108142
101.2127;533.3891;0.7155166;-30.75376;0.9103900
101.2210;533.4301;0.7153866;-30.76000;0.9099225
101.2293;533.4721;0.7155290;-30.76594;0.9094726
101.2377;533.5112;0.7157563;-30.77200;0.9090119
101.2460;533.5544;0.7158678;-30.77770;0.9085758
101.2543;533.5930;0.7158106;-30.78305;0.9081514
101.2627;533.6365;0.7156734;-30.78800;0.9077532
101.2710;533.6773;0.7155874;-30.79343;0.9073264
101.2793;533.7192;0.7155063;-30.79855;0.9069171
101.2877;533.7578;0.7153610;-30.80386;0.9064972
101.2960;533.8016;0.7151276;-30.80940;0.9060718
101.3043;533.8432;0.7149358;-30.81474;0.9056535
101.3127;533.8808;0.7148451;-30.82006;0.9052329
101.3210;533.9270;0.7148321;-30.82608;0.9047862
101.3293;533.9629;0.7148440;-30.83202;0.9043311
101.3377;534.0045;0.7148489;-30.83816;0.9038742
101.3460;534.0436;0.7149004;-30.84444;0.9034076
101.3543;534.0874;0.7149555;-30.85136;0.9029144
101.3627;534.1287;0.7149686;-30.85754;0.9024559
101.3710;534.1669;0.7149239;-30.86361;0.9019981
101.3793;534.2097;0.7148149;-30.86998;0.9015328
101.3877;534.2520;0.7146614;-30.87625;0.9010704
101.3960;534.2952;0.7145245;-30.88242;0.9006134
101.4043;534.3352;0.7144288;-30.88832;0.9001661
101.4127;534.3770;0.7143157;-30.89454;0.8997051
101.4210;534.4184;0.7141772;-30.90039;0.8992616
101.4293;534.4670;0.7140589;-30.90680;0.8987946
101.4377;534.5021;0.7140234;-30.91213;0.8983680
101.4460;534.5445;0.7141280;-30.91829;0.8979089
101.4543;534.5868;0.7142861;-30.92460;0.8974415
101.4627;534.6310;0.7143661;-30.93070;0.8969842
101.4710;534.6718;0.7142636;-30.93644;0.8965431
101.4793;534.7115;0.7140957;-30.94224;0.8960975
101.4877;534.7532;0.7140234;-30.94792;0.8956618
101.4960;534.7940;0.7140860;-30.95383;0.8952126
101.5043;534.8355;0.7142120;-30.95992;0.8947554
101.5127;534.8790;0.7142626;-30.96599;0.8943042
101.5210;534.9194;0.7141876;-30.97122;0.8938898
101.5293;534.9656;0.7140754;-30.97677;0.8934652
101.5377;535.0032;0.7140121;-30.98220;0.8930362
101.5460;535.0443;0.7140546;-30.98797;0.8925962
101.5543;535.0865;0.7141564;-30.99378;0.8921558
101.5627;535.1298;0.7141684;-30.99993;0.8916993
101.5710;535.1672;0.7140515;-31.00623;0.8912272
101.5793;535.2078;0.7138909;-31.01175;0.8907999
101.5877;535.2540;0.7137524;-31.01796;0.8903436
101.5960;535.2938;0.7136746;-31.02322;0.8899268
