t; T; m; Hf; dT
37.42933;216.8375;1.844438;-21.73506;3.297956
37.43767;216.8817;1.844111;-21.73232;3.297981
37.44600;216.9248;1.843805;-21.73015;3.297956
37.45433;216.9676;1.843590;-21.72796;3.297931
37.46266;217.0081;1.843398;-21.72582;3.297897
37.47100;217.0456;1.843231;-21.72378;3.297854
37.47933;217.0852;1.843079;-21.72131;3.297852
37.48767;217.1321;1.842958;-21.71878;3.297864
37.49600;217.1710;1.842814;-21.71612;3.297873
37.50433;217.2115;1.842568;-21.71347;3.297888
37.51266;217.2558;1.842249;-21.71112;3.297880
37.52100;217.2949;1.841914;-21.70932;3.297820
37.52933;217.3368;1.841642;-21.70700;3.297810
37.53766;217.3810;1.841361;-21.70470;3.297800
37.54600;217.4229;1.841096;-21.70233;3.297790
37.55433;217.4644;1.840797;-21.70003;3.297774
37.56267;217.5061;1.840448;-21.69817;3.297719
37.57100;217.5485;1.840085;-21.69629;3.297670
37.57933;217.5883;1.839791;-21.69410;3.297641
37.58766;217.6308;1.839587;-21.69180;3.297624
37.59600;217.6717;1.839430;-21.68966;3.297592
37.60433;217.7146;1.839242;-21.68725;3.297586
37.61267;217.7604;1.838892;-21.68510;3.297559
37.62100;217.8057;1.838468;-21.68284;3.297539
37.62933;217.8477;1.838076;-21.68054;3.297516
37.63766;217.8867;1.837795;-21.67815;3.297498
37.64600;217.9266;1.837664;-21.67590;3.297472
37.65433;217.9662;1.837531;-21.67356;3.297453
37.66266;218.0102;1.837224;-21.67184;3.297389
37.67100;218.0526;1.836708;-21.66992;3.297337
37.67933;218.0947;1.836175;-21.66790;3.297294
37.68767;218.1363;1.835763;-21.66557;3.297273
37.69600;218.1780;1.835461;-21.66367;3.297221
37.70433;218.2180;1.835190;-21.66176;3.297170
37.71266;218.2624;1.834892;-21.65988;3.297122
37.72100;218.3073;1.834582;-21.65820;3.297058
37.72933;218.3471;1.834278;-21.65640;3.296994
37.73767;218.3885;1.833989;-21.65424;3.296960
37.74600;218.4319;1.833725;-21.65194;3.296939
37.75433;218.4708;1.833539;-21.65020;3.296869
37.76266;218.5063;1.833385;-21.64844;3.296797
37.77100;218.5472;1.833268;-21.64698;3.296714
37.77933;218.5902;1.833188;-21.64520;3.296658
37.78766;218.6364;1.833082;-21.64361;3.296587
37.79600;218.6787;1.832830;-21.64170;3.296537
37.80433;218.7206;1.832401;-21.63989;3.296479
37.81267;218.7631;1.831896;-21.63786;3.296438
37.82100;218.8038;1.831430;-21.63634;3.296355
37.82933;218.8466;1.831126;-21.63444;3.296304
37.83766;218.8870;1.830952;-21.63237;3.296266
37.84600;218.9267;1.830766;-21.63012;3.296237
37.85433;218.9736;1.830438;-21.62802;3.296202
37.86267;219.0158;1.830030;-21.62604;3.296150
37.87100;219.0545;1.829655;-21.62398;3.296102
37.87933;219.0949;1.829408;-21.62199;3.296054
37.88766;219.1398;1.829278;-21.61989;3.296020
37.89600;219.1768;1.829106;-21.61789;3.295969
37.90433;219.2187;1.828851;-21.61594;3.295922
37.91266;219.2630;1.828523;-21.61418;3.295860
37.92100;219.3050;1.828239;-21.61223;3.295810
37.92933;219.3438;1.828018;-21.61034;3.295750
37.93767;219.3867;1.827811;-21.60845;3.295698
37.94600;219.4311;1.827524;-21.60632;3.295669
37.95433;219.4730;1.827095;-21.60406;3.295642
37.96266;219.5104;1.826662;-21.60203;3.295594
37.97100;219.5525;1.826308;-21.60046;3.295513
37.97933;219.5924;1.826091;-21.59908;3.295415
37.98767;219.6312;1.825984;-21.59736;3.295344
37.99600;219.6790;1.825775;-21.59576;3.295275
38.00433;219.7201;1.825364;-21.59367;3.295236
38.01266;219.7602;1.824873;-21.59183;3.295174
38.02100;219.8038;1.824495;-21.59023;3.295097
38.02933;219.8455;1.824318;-21.58861;3.295020
38.03766;219.8857;1.824307;-21.58682;3.294956
38.04600;219.9283;1.824181;-21.58501;3.294894
38.05433;219.9710;1.823856;-21.58338;3.294817
38.06267;220.0100;1.823388;-21.58128;3.294773
38.07100;220.0490;1.822914;-21.57936;3.294713
38.07933;220.0901;1.822647;-21.57713;3.294686
38.08766;220.1313;1.822577;-21.57526;3.294630
38.09600;220.1758;1.822504;-21.57316;3.294596
38.10433;220.2166;1.822279;-21.57111;3.294550
38.11267;220.2608;1.821926;-21.56942;3.294482
38.12100;220.3024;1.821566;-21.56768;3.294414
38.12933;220.3407;1.821319;-21.56566;3.294363
38.13766;220.3854;1.821167;-21.56295;3.294377
38.14600;220.4239;1.820961;-21.56072;3.294344
38.15433;220.4659;1.820648;-21.55863;3.294304
38.16266;220.5089;1.820284;-21.55682;3.294238
38.17100;220.5506;1.819915;-21.55517;3.294161
38.17933;220.5916;1.819610;-21.55312;3.294112
38.18767;220.6322;1.819375;-21.55087;3.294083
38.19600;220.6748;1.819108;-21.54858;3.294059
38.20433;220.7145;1.818734;-21.54618;3.294041
38.21266;220.7563;1.818302;-21.54370;3.294031
38.22100;220.7962;1.817920;-21.54175;3.293978
38.22933;220.8376;1.817629;-21.53943;3.293955
38.23767;220.8776;1.817385;-21.53698;3.293942
38.24600;220.9209;1.817116;-21.53482;3.293910
38.25433;220.9660;1.816779;-21.53256;3.293886
38.26266;221.0034;1.816451;-21.53072;3.293820
38.27100;221.0388;1.816225;-21.52893;3.293748
38.27933;221.0817;1.816109;-21.52718;3.293685
38.28766;221.1258;1.816042;-21.52570;3.293600
38.29600;221.1656;1.815948;-21.52460;3.293479
38.30433;221.2062;1.815722;-21.52302;3.293396
38.31267;221.2477;1.815442;-21.52127;3.293329
38.32100;221.2928;1.815187;-21.51943;3.293270
38.32933;221.3325;1.814981;-21.51739;3.293222
38.33766;221.3745;1.814785;-21.51534;3.293180
38.34600;221.4155;1.814508;-21.51331;3.293133
38.35433;221.4580;1.814106;-21.51102;3.293106
38.36267;221.4972;1.813663;-21.50892;3.293058
38.37100;221.5419;1.813348;-21.50716;3.292992
38.37933;221.5849;1.813153;-21.50460;3.292986
38.38766;221.6294;1.813076;-21.50234;3.292955
38.39600;221.6716;1.812979;-21.50054;3.292883
38.40433;221.7082;1.812799;-21.49863;3.292813
38.41266;221.7484;1.812519;-21.49648;3.292772
38.42100;221.7876;1.812251;-21.49465;3.292703
38.42933;221.8314;1.812089;-21.49275;3.292646
38.43767;221.8741;1.812006;-21.49083;3.292588
38.44600;221.9144;1.811895;-21.48858;3.292554
38.45433;221.9590;1.811557;-21.48606;3.292546
38.46266;221.9976;1.811092;-21.48406;3.292489
38.47100;222.0394;1.810627;-21.48188;3.292454
38.47933;222.0775;1.810348;-21.47894;3.292476
38.48767;222.1235;1.810229;-21.47692;3.292434
38.49600;222.1633;1.810090;-21.47498;3.292374
38.50433;222.2092;1.809813;-21.47270;3.292347
38.51266;222.2484;1.809385;-21.47060;3.292296
38.52100;222.2883;1.808877;-21.46856;3.292242
38.52933;222.3284;1.808447;-21.46628;3.292210
38.53766;222.3730;1.808260;-21.46414;3.292174
38.54600;222.4181;1.808240;-21.46171;3.292157
38.55433;222.4557;1.808196;-21.45966;3.292100
38.56267;222.4966;1.807916;-21.45824;3.291996
38.57100;222.5378;1.807429;-21.45644;3.291925
38.57933;222.5781;1.806958;-21.45463;3.291855
38.58766;222.6224;1.806642;-21.45284;3.291787
38.59600;222.6624;1.806490;-21.45033;3.291772
38.60433;222.7024;1.806354;-21.44810;3.291736
38.61267;222.7465;1.806134;-21.44625;3.291672
38.62100;222.7911;1.805783;-21.44430;3.291614
38.62933;222.8338;1.805373;-21.44262;3.291534
38.63766;222.8740;1.805087;-21.44070;3.291469
38.64600;222.9198;1.805000;-21.43844;3.291438
38.65433;222.9590;1.804953;-21.43586;3.291420
38.66266;223.0001;1.804748;-21.43359;3.291381
38.67100;223.0428;1.804311;-21.43150;3.291331
38.67933;223.0808;1.803748;-21.42990;3.291235
38.68767;223.1244;1.803271;-21.42806;3.291167
38.69600;223.1666;1.802968;-21.42598;3.291114
38.70433;223.2130;1.802736;-21.42420;3.291044
38.71266;223.2544;1.802412;-21.42236;3.290970
38.72100;223.2944;1.801862;-21.42020;3.290922
38.72933;223.3343;1.801204;-21.41802;3.290876
38.73767;223.3776;1.800769;-21.41598;3.290825
38.74600;223.4190;1.800666;-21.41386;3.290775
38.75433;223.4575;1.800795;-21.41170;3.290725
38.76266;223.5012;1.800826;-21.40924;3.290708
38.77100;223.5416;1.800583;-21.40717;3.290652
38.77933;223.5825;1.800075;-21.40557;3.290560
38.78766;223.6225;1.799593;-21.40374;3.290490
38.79600;223.6646;1.799318;-21.40139;3.290465
38.80433;223.7061;1.799266;-21.39925;3.290421
38.81267;223.7468;1.799209;-21.39722;3.290369
38.82100;223.7902;1.798880;-21.39484;3.290344
38.82933;223.8336;1.798392;-21.39280;3.290293
38.83766;223.8742;1.797990;-21.39070;3.290240
38.84600;223.9154;1.797868;-21.38864;3.290188
38.85433;223.9546;1.797933;-21.38610;3.290172
38.86267;223.9974;1.797981;-21.38304;3.290200
38.87100;224.0435;1.797775;-21.38060;3.290180
38.87933;224.0842;1.797376;-21.37832;3.290140
38.88766;224.1237;1.796938;-21.37597;3.290105
38.89600;224.1701;1.796716;-21.37370;3.290070
38.90433;224.2119;1.796683;-21.37170;3.290008
38.91266;224.2566;1.796622;-21.36955;3.289960
38.92100;224.2992;1.796296;-21.36724;3.289922
38.92933;224.3380;1.795842;-21.36534;3.289844
38.93767;224.3806;1.795506;-21.36362;3.289759
38.94600;224.4185;1.795381;-21.36225;3.289638
38.95433;224.4598;1.795416;-21.35989;3.289605
38.96266;224.5036;1.795434;-21.35821;3.289522
38.97100;224.5420;1.795266;-21.35638;3.289441
38.97933;224.5842;1.794811;-21.35430;3.289388
38.98767;224.6213;1.794328;-21.35234;3.289322
38.99600;224.6631;1.794065;-21.35043;3.289260
39.00433;224.7078;1.794026;-21.34858;3.289197
39.01266;224.7459;1.793975;-21.34640;3.289150
39.02100;224.7873;1.793705;-21.34432;3.289103
39.02933;224.8327;1.793239;-21.34208;3.289069
39.03766;224.8706;1.792789;-21.34026;3.288991
39.04600;224.9168;1.792457;-21.33824;3.288940
39.05433;224.9528;1.792262;-21.33646;3.288857
39.06267;224.9966;1.792210;-21.33518;3.288744
39.07100;225.0390;1.792062;-21.33332;3.288672
39.07933;225.0815;1.791691;-21.33106;3.288632
39.08766;225.1206;1.791268;-21.32884;3.288584
39.09600;225.1596;1.790926;-21.32723;3.288489
39.10433;225.2055;1.790770;-21.32578;3.288390
39.11267;225.2442;1.790754;-21.32414;3.288296
39.12100;225.2885;1.790662;-21.32221;3.288232
39.12933;225.3306;1.790417;-21.32014;3.288176
39.13766;225.3726;1.790063;-21.31760;3.288158
39.14600;225.4122;1.789644;-21.31521;3.288122
39.15433;225.4538;1.789320;-21.31307;3.288071
39.16266;225.4940;1.789106;-21.31082;3.288028
39.17100;225.5386;1.788891;-21.30881;3.287970
39.17933;225.5820;1.788611;-21.30620;3.287956
39.18767;225.6208;1.788303;-21.30375;3.287922
39.19600;225.6630;1.787939;-21.30128;3.287897
39.20433;225.7060;1.787580;-21.29902;3.287856
39.21266;225.7476;1.787264;-21.29660;3.287826
39.22100;225.7900;1.787050;-21.29417;3.287794
39.22933;225.8277;1.786867;-21.29208;3.287734
39.23767;225.8721;1.786624;-21.29041;3.287646
39.24600;225.9164;1.786313;-21.28864;3.287564
39.25433;225.9578;1.785907;-21.28660;3.287500
39.26266;226.0012;1.785505;-21.28458;3.287437
39.27100;226.0398;1.785148;-21.28224;3.287395
39.27933;226.0814;1.784943;-21.28006;3.287344
39.28766;226.1218;1.784842;-21.27824;3.287262
39.29600;226.1612;1.784747;-21.27646;3.287178
39.30433;226.2086;1.784591;-21.27497;3.287080
39.31267;226.2461;1.784315;-21.27270;3.287030
39.32100;226.2904;1.783993;-21.27067;3.286969
39.32933;226.3312;1.783714;-21.26857;3.286911
39.33766;226.3744;1.783542;-21.26647;3.286856
39.34600;226.4136;1.783484;-21.26453;3.286785
39.35433;226.4556;1.783375;-21.26253;3.286722
39.36267;226.4980;1.783115;-21.26028;3.286676
39.37100;226.5408;1.782775;-21.25813;3.286624
39.37933;226.5811;1.782504;-21.25610;3.286555
39.38766;226.6190;1.782309;-21.25412;3.286485
39.39600;226.6615;1.782238;-21.25226;3.286410
39.40433;226.7066;1.782220;-21.24980;3.286386
39.41266;226.7467;1.782095;-21.24764;3.286330
39.42100;226.7852;1.781866;-21.24576;3.286252
39.42933;226.8263;1.781466;-21.24362;3.286200
39.43767;226.8735;1.781107;-21.24112;3.286181
39.44600;226.9121;1.780898;-21.23894;3.286124
39.45433;226.9562;1.780786;-21.23689;3.286067
39.46266;226.9962;1.780622;-21.23473;3.286011
39.47100;227.0381;1.780351;-21.23230;3.285977
39.47933;227.0786;1.779973;-21.23009;3.285925
39.48767;227.1228;1.779558;-21.22836;3.285838
39.49600;227.1634;1.779301;-21.22634;3.285772
39.50433;227.2077;1.779219;-21.22368;3.285757
39.51266;227.2461;1.779212;-21.22108;3.285730
39.52100;227.2839;1.779024;-21.21898;3.285668
39.52933;227.3261;1.778583;-21.21690;3.285608
39.53766;227.3704;1.778047;-21.21493;3.285542
39.54600;227.4122;1.777645;-21.21282;3.285485
39.55433;227.4512;1.777489;-21.21082;3.285415
39.56267;227.4959;1.777483;-21.20885;3.285350
39.57100;227.5325;1.777387;-21.20666;3.285292
39.57933;227.5767;1.777080;-21.20490;3.285209
39.58766;227.6184;1.776613;-21.20330;3.285113
39.59600;227.6598;1.776219;-21.20177;3.285009
39.60433;227.7012;1.776066;-21.20011;3.284914
39.61267;227.7436;1.776081;-21.19794;3.284859
39.62100;227.7873;1.776036;-21.19566;3.284814
39.62933;227.8279;1.775782;-21.19322;3.284778
39.63766;227.8657;1.775291;-21.19086;3.284734
39.64600;227.9091;1.774755;-21.18838;3.284705
39.65433;227.9489;1.774462;-21.18597;3.284668
39.66266;227.9960;1.774358;-21.18372;3.284625
39.67100;228.0380;1.774267;-21.18184;3.284544
39.67933;228.0796;1.774026;-21.17980;3.284474
39.68767;228.1185;1.773600;-21.17786;3.284394
39.69600;228.1603;1.773247;-21.17635;3.284285
39.70433;228.1980;1.773138;-21.17444;3.284204
39.71266;228.2398;1.773222;-21.17274;3.284115
39.72100;228.2784;1.773295;-21.17118;3.284008
39.72933;228.3216;1.773154;-21.16954;3.283914
39.73767;228.3646;1.772742;-21.16784;3.283820
39.74600;228.4108;1.772340;-21.16573;3.283766
39.75433;228.4464;1.772111;-21.16301;3.283750
39.76266;228.4892;1.771994;-21.16055;3.283721
39.77100;228.5316;1.771907;-21.15821;3.283680
39.77933;228.5716;1.771617;-21.15552;3.283666
39.78766;228.6145;1.771122;-21.15312;3.283629
39.79600;228.6580;1.770594;-21.15074;3.283590
39.80433;228.6969;1.770215;-21.14848;3.283534
39.81267;228.7412;1.770066;-21.14657;3.283456
39.82100;228.7822;1.770041;-21.14420;3.283412
39.82933;228.8267;1.769872;-21.14184;3.283372
39.83766;228.8618;1.769477;-21.13988;3.283289
39.84600;228.9036;1.769037;-21.13771;3.283231
39.85433;228.9424;1.768713;-21.13573;3.283157
39.86267;228.9864;1.768578;-21.13453;3.283026
39.87100;229.0284;1.768531;-21.13284;3.282932
39.87933;229.0694;1.768388;-21.13079;3.282865
39.88766;229.1088;1.768090;-21.12777;3.282873
39.89600;229.1574;1.767714;-21.12526;3.282852
39.90433;229.1979;1.767315;-21.12324;3.282780
39.91266;229.2421;1.767018;-21.12182;3.282666
39.92100;229.2812;1.766818;-21.12005;3.282569
39.92933;229.3222;1.766694;-21.11831;3.282474
39.93767;229.3626;1.766509;-21.11598;3.282422
39.94600;229.4081;1.766243;-21.11338;3.282399
39.95433;229.4503;1.765969;-21.11098;3.282354
39.96266;229.4879;1.765770;-21.10893;3.282276
39.97100;229.5294;1.765635;-21.10771;3.282138
39.97933;229.5726;1.765467;-21.10559;3.282075
39.98767;229.6125;1.765231;-21.10336;3.282019
39.99600;229.6550;1.764899;-21.10104;3.281972
40.00433;229.6936;1.764554;-21.09889;3.281910
40.01266;229.7356;1.764225;-21.09690;3.281838
40.02100;229.7770;1.763972;-21.09523;3.281739
40.02933;229.8184;1.763737;-21.09316;3.281672
40.03766;229.8648;1.763436;-21.09146;3.281582
40.04600;229.9059;1.763048;-21.08939;3.281512
40.05433;229.9404;1.762708;-21.08696;3.281463
40.06267;229.9847;1.762510;-21.08504;3.281390
40.07100;230.0252;1.762474;-21.08324;3.281300
40.07933;230.0653;1.762460;-21.08106;3.281240
40.08766;230.1029;1.762348;-21.07856;3.281203
40.09600;230.1472;1.762060;-21.07613;3.281170
40.10433;230.1914;1.761694;-21.07356;3.281146
40.11267;230.2348;1.761416;-21.07138;3.281088
40.12100;230.2754;1.761311;-21.06899;3.281044
40.12933;230.3161;1.761308;-21.06687;3.280980
40.13766;230.3583;1.761166;-21.06469;3.280920
40.14600;230.3996;1.760809;-21.06277;3.280838
40.15433;230.4390;1.760376;-21.06010;3.280813
40.16266;230.4803;1.760083;-21.05803;3.280743
40.17100;230.5241;1.760018;-21.05572;3.280693
40.17933;230.5676;1.760082;-21.05358;3.280628
40.18767;230.6062;1.760025;-21.05169;3.280536
40.19600;230.6514;1.759692;-21.04984;3.280454
40.20433;230.6937;1.759148;-21.04814;3.280353
40.21266;230.7332;1.758651;-21.04597;3.280286
40.22100;230.7748;1.758462;-21.04395;3.280211
40.22933;230.8172;1.758580;-21.04195;3.280134
40.23767;230.8608;1.758688;-21.03986;3.280064
40.24600;230.9010;1.758585;-21.03711;3.280041
40.25433;230.9405;1.758292;-21.03514;3.279956
40.26266;230.9828;1.758007;-21.03321;3.279875
40.27100;231.0245;1.757904;-21.03069;3.279840
40.27933;231.0632;1.757889;-21.02825;3.279792
40.28766;231.1081;1.757781;-21.02574;3.279764
40.29600;231.1492;1.757467;-21.02361;3.279696
40.30433;231.1897;1.757050;-21.02125;3.279644
40.31267;231.2356;1.756706;-21.01895;3.279596
40.32100;231.2730;1.756545;-21.01687;3.279518
40.32933;231.3150;1.756475;-21.01506;3.279429
40.33766;231.3572;1.756299;-21.01274;3.279378
40.34600;231.4002;1.755929;-21.01051;3.279317
40.35433;231.4408;1.755453;-21.00844;3.279242
40.36267;231.4829;1.755159;-21.00641;3.279166
40.37100;231.5239;1.755141;-21.00402;3.279116
40.37933;231.5652;1.755215;-21.00148;3.279078
40.38766;231.6031;1.755114;-20.99938;3.279004
40.39600;231.6487;1.754722;-20.99769;3.278908
40.40433;231.6862;1.754193;-20.99550;3.278840
40.41266;231.7314;1.753809;-20.99372;3.278750
40.42100;231.7720;1.753654;-20.99180;3.278662
40.42933;231.8120;1.753598;-20.98986;3.278580
40.43767;231.8540;1.753473;-20.98790;3.278500
40.44600;231.8977;1.753166;-20.98554;3.278453
40.45433;231.9378;1.752807;-20.98328;3.278392
40.46266;231.9826;1.752599;-20.98148;3.278300
40.47100;232.0234;1.752508;-20.97934;3.278228
40.47933;232.0680;1.752406;-20.97684;3.278190
40.48767;232.1104;1.752155;-20.97459;3.278126
40.49600;232.1529;1.751741;-20.97244;3.278054
40.50433;232.1947;1.751346;-20.97031;3.277980
40.51266;232.2348;1.751137;-20.96822;3.277900
40.52100;232.2762;1.751149;-20.96629;3.277808
40.52933;232.3148;1.751233;-20.96433;3.277718
40.53766;232.3550;1.751127;-20.96248;3.277624
40.54600;232.3969;1.750726;-20.96048;3.277544
40.55433;232.4393;1.750258;-20.95830;3.277478
40.56267;232.4835;1.749869;-20.95596;3.277429
40.57100;232.5205;1.749649;-20.95382;3.277355
40.57933;232.5674;1.749462;-20.95144;3.277312
40.58766;232.6082;1.749168;-20.94931;3.277242
40.59600;232.6525;1.748760;-20.94662;3.277217
40.60433;232.6928;1.748275;-20.94353;3.277219
40.61267;232.7325;1.747877;-20.94107;3.277170
40.62100;232.7750;1.747631;-20.93861;3.277124
40.62933;232.8171;1.747480;-20.93610;3.277080
40.63766;232.8612;1.747302;-20.93358;3.277038
40.64600;232.9013;1.747098;-20.93132;3.276972
40.65433;232.9443;1.746896;-20.92894;3.276917
40.66266;232.9806;1.746727;-20.92679;3.276840
40.67100;233.0204;1.746572;-20.92395;3.276822
40.67933;233.0680;1.746361;-20.92193;3.276750
40.68767;233.1100;1.746076;-20.92033;3.276638
40.69600;233.1455;1.745744;-20.91824;3.276554
40.70433;233.1906;1.745558;-20.91642;3.276463
40.71266;233.2328;1.745537;-20.91439;3.276383
40.72100;233.2748;1.745551;-20.91247;3.276294
40.72933;233.3148;1.745459;-20.91041;3.276216
40.73767;233.3596;1.745242;-20.90839;3.276140
40.74600;233.4004;1.745030;-20.90605;3.276080
40.75433;233.4410;1.744923;-20.90449;3.275959
40.76266;233.4835;1.744894;-20.90291;3.275842
40.77100;233.5244;1.744816;-20.90100;3.275750
40.77933;233.5677;1.744583;-20.89912;3.275658
40.78766;233.6116;1.744199;-20.89704;3.275578
40.79600;233.6495;1.743815;-20.89509;3.275484
40.80433;233.6935;1.743573;-20.89319;3.275394
40.81267;233.7327;1.743472;-20.89134;3.275293
40.82100;233.7760;1.743386;-20.88934;3.275210
40.82933;233.8147;1.743190;-20.88708;3.275143
40.83766;233.8575;1.742896;-20.88515;3.275055
40.84600;233.9004;1.742626;-20.88271;3.275007
40.85433;233.9412;1.742432;-20.88029;3.274954
40.86267;233.9815;1.742355;-20.87801;3.274889
40.87100;234.0234;1.742230;-20.87646;3.274772
40.87933;234.0639;1.741978;-20.87438;3.274692
40.88766;234.1077;1.741646;-20.87247;3.274606
40.89600;234.1454;1.741357;-20.87080;3.274491
40.90433;234.1884;1.741174;-20.86920;3.274379
40.91266;234.2299;1.741065;-20.86770;3.274254
40.92100;234.2708;1.740919;-20.86556;3.274180
40.92933;234.3156;1.740686;-20.86392;3.274070
40.93767;234.3556;1.740474;-20.86211;3.273969
40.94600;234.3987;1.740268;-20.86016;3.273882
40.95433;234.4390;1.740081;-20.85782;3.273820
40.96266;234.4749;1.739872;-20.85602;3.273713
40.97100;234.5188;1.739536;-20.85430;3.273612
40.97934;234.5662;1.739095;-20.85228;3.273535
40.98766;234.6095;1.738694;-20.85010;3.273460
40.99600;234.6505;1.738454;-20.84829;3.273356
41.00434;234.6927;1.738375;-20.84640;3.273256
41.01266;234.7339;1.738333;-20.84463;3.273148
41.02100;234.7726;1.738161;-20.84287;3.273040
41.02934;234.8140;1.737862;-20.84111;3.272932
41.03766;234.8564;1.737574;-20.83949;3.272817
41.04600;234.8955;1.737411;-20.83740;3.272730
41.05434;234.9360;1.737367;-20.83547;3.272634
41.06266;234.9832;1.737362;-20.83360;3.272543
41.07100;235.0222;1.737206;-20.83213;3.272410
41.07934;235.0632;1.736832;-20.83037;3.272307
41.08766;235.1062;1.736416;-20.82874;3.272195
41.09600;235.1476;1.736169;-20.82698;3.272089
41.10434;235.1870;1.736154;-20.82546;3.271962
